uniq_id,name_title,description,list_price,sale_price,average_product_rating,product_url,product_image_urls,brand
6c2c127f31a8041031cb719d58bebf22,Danny & Nicoleå¨ Sleeveless Printed Fit-and-Flare Dress - Plus,"Look and feel your very best when you're in our sleeveless printed fit-and-flare dress by Danny Nicole. scoopneck 44"" length from shoulder polyester/spandex washable imported",103.94,60.42,5 out of 5,http://www.jcpenney.com/danny-nicole-sleeveless-printed-fit-and-flare-dress-plus/prod.jump?ppId=pp5007220049&catId=cat100250042&&_dyncharset=UTF-8&urlState=/women/specialty-sizing/plus-size/shop-clothing/dresses/14w/_/N-1nopfeZ1z13zdx/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0413201617045408M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Danny & Nicole
1d448fa0665ae1b17590810eb087fb1b,Danny & Nicoleå¨ Sleeveless Striped Fit-and-Flare Dress - Petite,"Our absolutely charming fit-and-flare dress sings with bright stripes and a few contrast ones thrown in to add a lovely mystique. åÊ squareneck sleeveless exposed back zipper belt included approx. 35"" length from shoulder polyester washable imported",87.02,42.29,3.5 out of 5,http://www.jcpenney.com/danny-nicole-sleeveless-striped-fit-and-flare-dress-petite/prod.jump?ppId=pp5006334382&catId=cat1005670041&&_dyncharset=UTF-8&urlState=/women/specialty-sizing/petites/shop-clothing/dresses/fit-and-flare/career/_/N-gmqzyxZ1z140dy/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP1215201517063111M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Danny & Nicole
ab377f6655909713cf6c516a77a4473a,Danny & Nicoleå¨ Sleeveless Striped Shantung Fit-and-Flare Dress - Petite,"You'll be on their minds long after you've left in the vibrant hues of our striped shantung dress, complete with a grosgrain belt and exposed back zipper. extended shoulders exposed back zipper ribbon bow-belt 36å_"" length from shoulder shantung polyester lined machine wash, line dry imported",87.02,42.29,3 out of 5,http://www.jcpenney.com/danny-nicole-sleeveless-striped-shantung-fit-and-flare-dress-petite/prod.jump?ppId=pp5006081664&catId=cat1005030100&&_dyncharset=UTF-8&urlState=/women/hidden-categories/church-dresses/6-petite/_/N-gmda6sZ1z1407u/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0914201517020944M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Danny & Nicole
e6d507d37586b24d789006129520d78e,Danny & Nicoleå¨ Sleeveless Stripe Fit-and-Flare Dress - Plus,"Our figure-flattering fit-and-flare dress is designed in a bold stripe fabric with on-trend mixed materials. scoopneck sleeveless exposed zipper in back 43"" length from shoulder polyester/spandex machine wash, line dry imported",103.94,60.42,4.3 out of 5,http://www.jcpenney.com/danny-nicole-sleeveless-stripe-fit-and-flare-dress-plus/prod.jump?ppId=pp5007150083&catId=cat100250042&&_dyncharset=UTF-8&urlState=/women/specialty-sizing/plus-size/shop-clothing/dresses/18w/_/N-1nopfeZ1z13zdu/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0330201617022998M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Danny & Nicole
1da4f72882e8b91189342aa912ed45a3,Azul by Maxine of Hollywood Flyaway Tankini Swim Top,"Go for bold with our black-and-white print tankini swim top featuring a flyaway front for maximum beach fun. soft cups partially lined nylon/LYCRAå¨ spandex hand wash, line dry imported",55.6,32.62,5 out of 5,http://www.jcpenney.com/azul-by-maxine-of-hollywood-flyaway-tankini-swim-top/prod.jump?ppId=pp5005740108&catId=cat1006250066&&_dyncharset=UTF-8&urlState=/women/shop-clothing/swimsuits-cover-ups/shop-brands/azul/14/_/N-gn3fiqZ9j/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0619201517020590M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",AZUL BY MAXINE OF HOLLYWOOD
d1c28131b81aee7e2daf76ffe3cf6a73,Azul By Maxine Of Hollywood Foiled Again Empire-Waist Swimdress - Plus,"Bold and chic, this empire-waist swimdress will complement your curves and have you beach-ready in no time. tank straps built-in soft cups partially lined nylon/elastane hand wash, line dry imported",116.03,66.46,5 out of 5,http://www.jcpenney.com/azul-by-maxine-of-hollywood-foiled-again-empire-waist-swimdress-plus/prod.jump?ppId=pp5006830284&catId=cat1002780079&&_dyncharset=UTF-8&urlState=/shops/swimsuits/removable-cup/_/N-gl1227Z1z1405h/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0229201617051270M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",AZUL BY MAXINE OF HOLLYWOOD
2d5c82250fb86d9c60f79b0074a7db8f,Azul by Maxine of Hollywood Print 1-Piece Swimdress - Plus,"Head to the beach with confidence in our flattering black-and-white print knit swimdress. soft cups partially lined nylon/LYCRAå¨ spandex hand wash, line dry imported",116.03,66.46,4.7 out of 5,http://www.jcpenney.com/azul-by-maxine-of-hollywood-print-1-piece-swimdress-plus/prod.jump?ppId=pp5005850775&catId=cat1002780079&&_dyncharset=UTF-8&urlState=/shops/swimsuits/26w/_/N-gl1227Z1z13z6h/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0716201503420143M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",AZUL BY MAXINE OF HOLLYWOOD
e7e6f68fb989173165db8db59f05eabb,Azul by Maxine of Hollywood Print 1-Piece Swimdress - Plus,"The vibrant print and flattering styling of our v-neck swimdress will keep you feeling confident and comfortable throughout the season. soft cups partially lined nylon/LYCRAå¨ spandex hand wash, line dry imported",116.03,66.46,4.8 out of 5,http://www.jcpenney.com/azul-by-maxine-of-hollywood-print-1-piece-swimdress-plus/prod.jump?ppId=pp5005850777&catId=cat100320059&&_dyncharset=UTF-8&urlState=/women/specialty-sizing/plus-size/shop-clothing/swimsuits-cover-ups/one-pieces/20w/_/N-1nq7gbZ1z13zdt/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0716201503420150M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",AZUL BY MAXINE OF HOLLYWOOD
eb94955699d566447cc73a5eef833e97,Azul by Maxine of Hollywood Print 1-Piece Swimdress,"Head to the beach with confidence in our flattering black-and-white print knit swimdress. soft cups partially lined nylon/LYCRAå¨ spandex hand wash, line dry imported",103.94,60.42,4.6 out of 5,http://www.jcpenney.com/azul-by-maxine-of-hollywood-print-1-piece-swimdress/prod.jump?ppId=pp5005710075&catId=cat1004740009&&_dyncharset=UTF-8&urlState=/shops/doorbuster/women/azul-by-maxine-of-hollywood/_/N-gm72cpZ1ja/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0619201517020639M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",AZUL BY MAXINE OF HOLLYWOOD
37305a66af036c79914b87019e76895a,Azul by Maxine of Hollywood Print 1-Piece Swimdress,"The vibrant print and flattering styling of our v-neck swimdress will keep you feeling confident and comfortable throughout the season. soft cups partially lined nylon/LYCRAå¨ spandex hand wash, line dry imported",103.94,60.42,4.7 out of 5,http://www.jcpenney.com/azul-by-maxine-of-hollywood-print-1-piece-swimdress/prod.jump?ppId=pp5005710076&catId=cat1005970045&&_dyncharset=UTF-8&urlState=/shops/jcpenney-black-friday-sale/women/green/_/N-gmxfgdZ130/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0619201517020645M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",AZUL BY MAXINE OF HOLLYWOOD
a5bbec3e96bebc1a3f7664cb9f3c5e9e,Azul by Maxine of Hollywood Shirred-Front 1-Piece Swimsuit - Plus,"Flattering front shirring and classic girl-leg styling give our 1-piece swimsuit perfect poolside polish. tummy control soft cups fully lined nylon/LYCRAå¨ spandex hand wash, line dry imported",116.03,66.46,4.7 out of 5,http://www.jcpenney.com/azul-by-maxine-of-hollywood-shirred-front-1-piece-swimsuit-plus/prod.jump?ppId=pp5005790447&catId=cat100320059&&_dyncharset=UTF-8&urlState=/women/specialty-sizing/plus-size/shop-clothing/swimsuits-cover-ups/one-pieces/20w/_/N-1nq7gbZ1z13zdt/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0707201517014675M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",AZUL BY MAXINE OF HOLLYWOOD
2eb41c89edb597299c9aab1728480b58,Azul by Maxine of Hollywood Shirred-Front Spa 1-Piece Swimsuit,"Showcase your classic style at your next pool party or beachside getaway with our 1-piece knit swimsuit, designed with flattering front shirring and subtle shaping details. åÊ molded soft cups powernet tummy control panel chlorine resistant partially lined polyester hand wash, line dry imported",103.94,60.42,4.3 out of 5,http://www.jcpenney.com/azul-by-maxine-of-hollywood-shirred-front-spa-1-piece-swimsuit/prod.jump?ppId=pp5005791625&catId=cat1002790017&&_dyncharset=UTF-8&urlState=/shops/swimsuits/women-s-swimwear/14/_/N-gl19q9Z9j/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0622201517015708M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",AZUL BY MAXINE OF HOLLYWOOD
76dd97af00d0f7a2876771e9312b6db6,Azul by Maxine of Hollywood Solid Hipster Swim Bottoms,"Make the most of your swim wardrobe with our versatile solid-color hipster bottoms that will coordinate with almost any swim top. nylon/LYCRAå¨ spandex hand wash, line dry importedåÊ",55.6,32.62,4.8 out of 5,http://www.jcpenney.com/azul-by-maxine-of-hollywood-solid-hipster-swim-bottoms/prod.jump?ppId=pp5005710040&catId=cat1005970044&&_dyncharset=UTF-8&urlState=/shops/jcpenney-black-friday-sale/azul-by-maxine-of-hollywood/_/N-gmxfgcZ1ja/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0622201517015639M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",AZUL BY MAXINE OF HOLLYWOOD
e02d613c45a64599b9eb958af21943da,Azul by Maxine Of Hollywood Tropi-Call Me Faux-Skirtini Swimdress - Plus,"Feminine and fun, this faux-skirtini swimdress will suit your style to a tee. tank straps built-in soft cups partially lined nylon/elastane hand wash, line dry imported",116.03,45.92,5 out of 5,http://www.jcpenney.com/azul-by-maxine-of-hollywood-tropi-call-me-faux-skirtini-swimdress-plus/prod.jump?ppId=pp5006830283&catId=cat1006250066&&_dyncharset=UTF-8&urlState=/women/shop-clothing/swimsuits-cover-ups/shop-brands/azul/azul-by-maxine-of-hollywood/_/N-gn3fiqZ1ja/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0229201617051210M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",AZUL BY MAXINE OF HOLLYWOOD
3fec42094939f5b87613feccc905bb20,Azzure 2-Pack Decorative Pillows,"åÊ åÊ Rich hues and embroidered accents on this two pack of decorative pillows are an easy yet exquisite way to brighten up your room. åÊ åÊ embroidered accents measures 20x20"" åÊ Cotton with polyester fill. Spot clean. Imported. åÊ",43.51,21.74,4 out of 5,http://www.jcpenney.com/azzure-2-pack-decorative-pillows/prod.jump?ppId=pp5003630011&catId=cat100590034&&_dyncharset=UTF-8&urlState=/for-the-home/shop-departments/home-decor/shop-categories/pillows-throws/2-pack/_/N-1nvzrmZ1z13nxs/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0117201418043528C.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Asstd National Brand
02d3a51e6d8d16408f69f74c9c39f171,Baby B‰Ûªgoshå¨ 2-pc. Embroidered Babydoll Set - Baby Girls newborn-24m,"Pretty florals and ruffles lend charm to this darling embroidered top and bloomers set. includes cap-sleeve top and bloomers top: embroidered yoke, fully lined, back-button closure bottom: tiered ruffle, cinched waist 100% cotton washable importedåÊ",41.09,20.53,4.9 out of 5,http://www.jcpenney.com/baby-b-gosh-2-pc-embroidered-babydoll-set-baby-girls-newborn-24m/prod.jump?ppId=pp5006460431&catId=cat1004200029&&_dyncharset=UTF-8&urlState=/baby/shop-clothing/clothing-sets/newborn-3-months/_/N-glvhp9Z1z13vpj/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0113201617031468M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Oshkosh
39edde5d2f290778f3bb3709cd743e35,Baby B‰Ûªgoshå¨ Anchor Print Bodysuit - Baby Boys newborn-24m,"This soft, all-cotton bodysuit takes the guesswork out of dressing him by perfectly layering with his jeans, khakis and shorts. all-over anchor print short sleeves nickel-free snaps on reinforced panel jersey knit fabric 100% cotton washable imported",19.34,9.66,4.3 out of 5,http://www.jcpenney.com/baby-b-gosh-anchor-print-bodysuit-baby-boys-newborn-24m/prod.jump?ppId=pp5006460450&catId=cat1003950044&&_dyncharset=UTF-8&urlState=/baby/shop-brands/oshkosh-b-gosh/18-months/_/N-glq4t8Z8a/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0113201617031541M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Oshkosh
fa88e24712ccd62fb48b3784621c685b,Baby B‰Ûªgoshå¨ Cap-Sleeve Floral Dress - Baby Girls newborn-24m,A cheerful floral print energizes this all-cotton dress and matching diaper cover. includes matching diaper cover cap sleeves pin-tuck details back button closure embroidered picot hem fully lined 100% cotton washable imported,41.09,20.53,5 out of 5,http://www.jcpenney.com/baby-b-gosh-cap-sleeve-floral-dress-baby-girls-newborn-24m/prod.jump?ppId=pp5006460447&catId=cat100260041&&_dyncharset=UTF-8&urlState=/baby/shop-by-size/baby-girl-clothes-0-24-months/newborn-3-months/_/N-1nox55Z1z13vpj/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/DP0113201617031519M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Oshkosh
ac82816039eed5b7d2c36c144c6401ad,Decreeå¨ Womens Cork Band Colored Dial Watch,"A natural touch of cork and a bright pop of color accent this eye-catching women's fashion watch. åÊ Brand: Decreeå¨ Dial Color: Pink Strap: Cork Clasp: Buckle Movement: Quartz Case Width: 39mm Case Thickness: 9mm Bracelet Dimensions: 9.75"" long; 13/16"" wide Model No.: RY4619PK Special Features: Cork band Jewelry photos are enlarged to show detail. åÊ",31.42,18.12,,http://www.jcpenney.com/decree-womens-cork-band-colored-dial-watch/prod.jump?ppId=pp5004050321&catId=cat100440152&&_dyncharset=UTF-8&urlState=/jewelry-watches/shop-departments/fine-jewelry/shop-sale-clearance/clearance/decree/_/N-1nss48Zil/cat.jump,"http://s7d2.scene7.com/is/image/JCPenney/DP0529201417013411M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2",Decree
3a0bb8d2ec58b78982e8df9827b5f061,Mixit‰ã¢ Crystal Three-Row Illusion Necklace,"With three-rows of delicate black chains and eye-catching crystals, this illusion necklace is sure to be your new go-to piece. åÊ Metal: Black metalStones: CrystalsClosure: Lobster claspDimensions: 17"" long illusion chain with 3"" extenderåÊJewelry photos are enlarged to show detail.",29.01,20.3,,http://www.jcpenney.com/mixit-crystal-three-row-illusion-necklace/prod.jump?ppId=pp5006200342&catId=cat1003480146&&_dyncharset=UTF-8&urlState=/jewelry-watches/shop-departments/fashion-jewelry-fashion-silver/shop-jewelry-brands/mixit/adjustable-chain/_/N-glg28iZ1z13zjh/cat.jump,"http://s7d2.scene7.com/is/image/JCPenney/DP1001201517042981M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2",MIXIT
8e69a1e40298a2257341ad2544a38cac,Trend Labå¨ Paisley Deluxe Duffle Diaper BagåÊ,"A sophisticated paisley print puts a stylish spin on this roomy diaper bag from Trend Lab. The Deluxe Duffle features several organizational pockets, a durable wipe-off exterior and comes complete with a changing pad and dirty duds zippered pouch. 2 top handles adjustable and removable shoulder strap zippered top closure polyester; nylon lining coordinating changing pad and dirty duds zippered pouch included durable hardware 2 exterior side bottle pockets and 4 zippered pockets 6 interior organizational pockets and zippered pocket 12(H) x 16(W) x 6""(D) imported åÊ",82.19,61.63,,http://www.jcpenney.com/trend-lab-paisley-deluxe-duffle-diaper-bag-/prod.jump?ppId=pp5005200179&catId=cat1002790012&&_dyncharset=UTF-8,"http://s7d2.scene7.com/is/image/JCPenney/DP0316201517030413M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2","TREND LAB, LLC"
d07a94b8e5c637d592b5b848a6456f74,Okie Dokieå¨ Print Bermuda Shorts - Preschool Girls 4-6x,"Great for those sunny day, these Bermuda shorts feature 2 front pockets are made from breathable cotton to keep her cool no matter the occasion. åÊ flat front relaxed fit 2 front pockets elastic waist faux fly 100% cotton washable imported",16.92,8.45,5 out of 5,http://www.jcpenney.com/okie-dokie-print-bermuda-shorts-preschool-girls-4-6x/prod.jump?ppId=pp5006310475&catId=cat1002780080&&_dyncharset=UTF-8&urlState=/shops/shorts/small-4/_/N-gl1228Z1z13zm6/cat.jump,"http://s7d2.scene7.com/is/image/JCPenney/DP1202201501590238M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2",Okie Dokie
00e5e36c9d07b41b08b5cb6219a83463,Muk Lukså¨ Francis Suede Sandals,Durable suede leather straps and a contoured footbed make these sandals a great pick for all-day style and comfort. suede leather upper EVA sole,54.39,36.25,,http://www.jcpenney.com/muk-luks-francis-suede-sandals/prod.jump?ppId=pp5006301284&catId=cat100330024&&_dyncharset=UTF-8&urlState=/shoes/shop-women-s-shoes/all-women-s-shoes/open-toe-peep-toe/muk-luks/_/N-1nqf54Z1gi/cat.jump,"http://s7d2.scene7.com/is/image/JCPenney/DP1123201517064657M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2| http://s7d2.scene7.com/is/image/JCPenney/DP1123201517064640M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2| http://s7d2.scene7.com/is/image/JCPenney/DP1123201517064647M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2| http://s7d2.scene7.com/is/image/JCPenney/DP1123201517064664M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2| http://s7d2.scene7.com/is/image/JCPenney/DP1123201517064672M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2| http://s7d2.scene7.com/is/image/JCPenney/DP1123201517064627M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2",MUK LUKS
